nco_code,occupation_title,job_description,volume,pdf_page,column
8172.0200,"Wood Sawyer, Edger","determines depth of cut necessary to obtain straight edge, places the planks on edger table. Checks sharpness of saw and sets and spaces saw blades to required positions to cut plank to required dimensions. Adjusts power and speed of feeding mechanism according to thickness of plank. Starts machine and pushes plank into feed rollers to carry it into saw cutters. Cuts and straightens uneven edges to shape them into planks of desired width. Checks edging and cutting of plank to ensure accuracy and quality and readjusts blades when necessary cleans and oils machine. May sharpen or replace dull saw blades. May operate other power driven wood working machine.",II-B,471,1
8172.0300,Band Saw Operator,"Places log or timber over platform of machine using hoisting equipment or with help of workers and secures it firmly to traverser with clamps, hooks, wedges etc. Adjusts machine table, guides, stops, and other controls to ensure that band saw cuts log or clamps to required sizes. Selects speed for movement or rotation of band saw, starts machine and operates hand lever to move traverser with log against rotating saw for cutting log or plank to required sizes. Controls movement of log against rotating saw, slowing its speed when knots in wood are to be cut. Removes cut pieces from table. Cleans sticky saw dust from pulleys and band saw to remove friction and oil machine. May sharpen teeth of saw over grinding machine. May braze joints of band saw. May operate vertical or horizontal log band mill.",II-B,471,2
8172.0700,Veneer Cutter,"Selects cutters and fits them on to rotating spindle of machine. Mounts and fastens wood stock in position on machine table. Adjusts blades in machines close to wood stock and starts machine to cut wood into thin shavings or veneers of required size. Checks quality of shaving and veneers, ensuring that no damaged wood is processed. May fit circular saw or blades to process wood stock. May grind and sharpen tools.",II-B,472,1
8172.0900,"Barrel-Lathe Operator, Outside","Clamps barrel between chucks of lathe. Holds barrel plane against surface of revolving barrel and guides tool along length of barrel to scrape and smooth barrel. Lifts tool from surface of barrel, releases pressure of tail chuck on barrel, and lifts barrel from machine.",II-B,472,2
8172.1000,Wood Chopping Machine Operator,controls depending on size of veneer or splint to be cut. Places veneer pieces on machine table in position and adjusts it against guide setter. Starts machine and slides veneer pieces along table against end stop to cut them as required. Removes cut pieces of veneer. May clean and oil machine.,II-B,473,1
8172.1100,Core Laying Machine Operator,"Starts machine, observes its operation, and turns wheels, valves and dials to adjust and synchronize conveyors, reach end vacuum of mechanical arms, tension on glue- spreading rollers, and to regulate flow of glue. Pushes pedal to control conveyor, which moves stacked panels to hot plate presses.",II-B,473,1
8172.9900,Wood Processing Plant Operators,"perform variety of routine and low skilled tasks such as holding lumber while sawing, feeding boards and planks against cutter, spreading glue in adjacent surfaces etc. and",II-B,473,2
8181.0200,"Machine Man, Sheet Glass","sets in position asbestos rollers in machine through which plastic glass is to pass; starts machine so that plastic glass flows in from furnace end, passes through a series of asbestos rollers on machine which roll amorphous plastic glass into sheets of required thickness; adjusts and regulates speed and position of rollers to prevent warping and breakage of glass sheets, and to obtain glass sheets of desired thickness. Removes broken and defective portions of rolled sheets. Cleans and oils machine, and carries out running repairs. May operate machine to break glass sheet at appropriate places.",II-B,474,2
8181.0400,Pressman (Ceramics),"Selects and fixes appropriate die or mould in machine; oils surface of lump of kneaded moist clay to prevent its sticking to inside of mould; places clay lump in position on lower plate of mould box; turns handle and pulls lever to operate press which compresses clay mass into shape of mould, such as tile, brick or sagger (fire clay container in which pottery is placed for fixing in kiln or oven); presses pedal to lift form to remove adhering particles to meet specification; cleans and adjusts mould fitted to machine, if necessary.",II-B,475,1
8181.0500,"Extruding Press Operator, Clay","Feeds moist clay into machine. Moves lever to regulate speed of warm (part of machine) which forces clay through outlet form (die). Examines texture of clay periodically and it is extruded from machine and, if required, warns other workers to change moisture content of clay before it enters press. May operate ceramics moulding, jigger or jolly machine.",II-B,475,2
8181.0600,Roller Man (Glass),"Selects iron roller of size of bangles to be made; regulates furnace temperature at required level; fixes roller in furnace in position and draws glass wire over roller; turns handle to rotate at desired speed to wind glass wire into coils over roller; cuts glass when roller is full; removes roller, and takes out coil of glass wire with a hooked rod. May direct heating of furnace to desired temperature.",II-B,475,2
8181.0800,Tube and Rod Drawer (Glass),"Collects from Bubble Maker iron rod with molten glass heated to proper temperature at its end. Sticks molten glass on iron post held by Helper, blows and transfers fibres of glass into rod of the Helper who walks with it; blows down tube to maintain air cavity to prepare tube of required thickness; continues operation until tube or rod is prepared.",II-B,476,1
8181.1000,Polisher (Glass Mfg.),"Holds and turns glass edge or engraved or beveled surface against white (cork) polishing wheel for rough polishing. Presses glass edge, or scratched, engraved, or beveled surface against felt polishing wheel for final polishing or to remove scratches. Wipes polished area and examines glass for smoothness.",II-B,476,2
