nco_code,occupation_title,task_number,task,volume,pdf_page
2619.1000,Coroner,1,may have been present at time of death.,II-A,259
2619.1000,Coroner,2,Examines relevant evidence and decides probable cause of death.,II-A,259
2619.1000,Coroner,3,Gives permission to dispose of dead body.,II-A,259
2619.1000,Coroner,4,Authorises police to arrange post-mortem examination in civil hospital in suspected cases.,II-A,259
2619.1000,Coroner,5,Sends records of findings to appropriate authorities for further investigation and trial if necessary.,II-A,259
2619.1000,Coroner,6,May visit site of occurrence to ascertain facts.,II-A,259
2621.0400,"Restorer, Lace and Textile",1,Develops new cleaning compounds and methods when available means are inadequate or tend to harm fabric.,II-A,261
2621.0400,"Restorer, Lace and Textile",2,"Repairs and reweaves worn, torn, and decayed fabrics, using techniques based on knowledge of weaving and lace methods.",II-A,261
2621.0400,"Restorer, Lace and Textile",3,Mounts fabric in frame or suitable background.,II-A,261
2622.0200,Librarian (Film),1,Prepares complete catalogue index and stores mms by tide or scene reference.,II-A,264
2622.0200,Librarian (Film),2,"Selects and issues films as per requisitions received from various departments such as editing, sound, direction, etc.",II-A,264
2622.0200,Librarian (Film),3,Makes arrangement for loaning of films to private parties.,II-A,264
2622.0200,Librarian (Film),4,Attends to queries received for purchase of stock shots and stock sound effects.,II-A,264
2622.0200,Librarian (Film),5,May cut and assemble portions of positive films.,II-A,264
2622.0601,Document Coder/Processor,1,"is responsible for cataloguing or indexing legal documents so as to be easily retrieved, sorted, reviewed or prioritized.",II-A,265
2631.0100,Economist,1,"Studies whole process through which man makes living and satisfies his wants for products, shelter, service or amusement and conditions favouring or hampering economic development.",II-A,266
2631.0100,Economist,2,Devices methods for collection and analysis of economic and statistical data and compiles and interprets such data.,II-A,266
2631.0100,Economist,3,Prepares reports and formulates plans based on studies in economic field and Interpreted and analysed data.,II-A,266
2631.0100,Economist,4,"Advises and consults private industrial concerns or government agencies on matters such as operating efficiency, marketing methods and fiscal problems.",II-A,266
2631.9900,"Economists, Other",1,include those economists engaged in research on economic problems not elsewhere classified.,II-A,267
2632.0300,Clinical Sociologist,1,"Develops approaches to solution of group's problems, based on findings and incorporating sociological research and study in related disciplines.",II-A,268
2632.0300,Clinical Sociologist,2,"Develops intervention procedures, utilising techniques such as interviews, consultations, role-playing, and participant observation of group interaction, to facilitate resolution of group problems.",II-A,268
2632.0300,Clinical Sociologist,3,determine need for additional change.,II-A,268
2632.0500,Criminologists,1,"Studies social conditions and statistics of crime and traces origin, nature and causes of crime.",II-A,269
2632.0500,Criminologists,2,Collects data and statistics about various types of conducts which constitute crime.,II-A,269
2632.0500,Criminologists,3,Correlates crime prevalent in particular community under particular social conditions with actual crime committed.,II-A,269
2632.0500,Criminologists,4,Views problems with socio-legal angle and suggest measures to prevent crimes through effective and modern penal mechanism.,II-A,269
2632.0500,Criminologists,5,Evolves institution in society for preventing individuals from indulging in criminal behaviour.,II-A,269
2632.0600,Penologist,1,Studies theory and objectives of punishment and criminality as suggested by Criminologist.,II-A,269
2632.0600,Penologist,2,"Assigns different punishments for various crimes according to their nature and intensity, appropriate to crime and criminal.",II-A,269
2632.0600,Penologist,3,"Individuals’ punishment with corrective treatment of criminals through proper prison management, maintenance of Juvenile institutions and settlement for habitual offenders.",II-A,269
2632.0600,Penologist,4,"Enforces punishment with reformative and rehabilitative ideals, devising preventive measures.",II-A,269
2632.1000,Genealogist,1,Constructs chart showing lines of descent and family relationships.,II-A,271
2632.1000,Genealogist,2,Prepares history of family in narrative form or writes brief sketches emphasising points of interest in family background.,II-A,271
2633.0200,Biographer,1,Specializes in writing career or phase of life of an individual from available records and other materials.,II-A,273
2633.0200,Biographer,2,"Collects materials from news accounts, diaries, personal paper, correspondence and other details giving account of events in which participated.",II-A,273
2633.0200,Biographer,3,Consults friends and relatives of individual to get further particulars about person whose biography is to be written.,II-A,273
2633.0200,Biographer,4,Writes in narrative form life history of person portraying his character and events.,II-A,273
2633.0200,Biographer,5,May reveal through biography relevant events and developments of contemporary time.,II-A,273
2633.0400,Numismatist,1,"Tours country, collects rare coins and reads and deciphers old coins.",II-A,274
2633.0400,Numismatist,2,Classifies coins according to period of existence.,II-A,274
2633.0400,Numismatist,3,"Arranges and displays coins in exhibition halls, museums etc.",II-A,274
2633.0400,Numismatist,4,Undertakes research on origin and history of old coins and publishes reports and articles in scientific journals.,II-A,274
2633.0400,Numismatist,5,Conducts visitors around exhibits and explains historical importance of coins to them.,II-A,274
2633.0400,Numismatist,6,May sell rare coins for profit.,II-A,274
2633.0400,Numismatist,7,May deliver lectures on historical and cultural importance of coins.,II-A,274
2633.0600,Political Scientist,1,"Supervises collection of' information relating to origin, development and inter-relationship of political institutions.",II-A,274
2633.0600,Political Scientist,2,"Studies effect of various phenomena such as political philosophy, public laws and administration, party systems, public opinion, relationship between Government and business, inter-national laws, civic administration, etc.",II-A,274
2633.0600,Political Scientist,3,Processes and interprets such data and information to formulate theories and principles for adoption by Government or political parties.,II-A,274
2633.0600,Political Scientist,4,May conduct survey of public opinion.,II-A,274
2633.0600,Political Scientist,5,May organize and mould public opinion.,II-A,274
2633.9900,"Philosophers, Historians and",1,"include all other professionals who conduct research and describe past events and activities, including the development of social and economic structures, or cultural and political institutions and movements, and make the knowledge obtained available as a basis for political, diplomatic and related policies not classified elsewhere.",II-A,275
2634.0800,"Psychologist, Counselling",1,"Collects data about individual through use of interview, case history, and observational techniques.",II-A,278
2634.0800,"Psychologist, Counselling",2,"Selects and interprets psychological tests designed to assess individuals’ intelligence, aptitudes, abilities, and interests, applying knowledge of statistical analysis.",II-A,278
2634.0800,"Psychologist, Counselling",3,determine advisability of counselling or referral to other specialists or institutions.,II-A,278
2634.0800,"Psychologist, Counselling",4,"plan action reflecting interests, abilities, and needs.",II-A,278
